START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
07/03/17,,,Red Sox at Rangers - Time TBD,Globe Life Park in Arlington - Arlington,"",07/03/17,07/03/17,,,FALSE,TRUE,07/03/17,,,FREE,BUSY
07/04/17,,,Red Sox at Rangers - Time TBD,Globe Life Park in Arlington - Arlington,"",07/04/17,07/04/17,,,FALSE,TRUE,07/04/17,,,FREE,BUSY
07/05/17,,,Red Sox at Rangers - Time TBD,Globe Life Park in Arlington - Arlington,"",07/05/17,07/05/17,,,FALSE,TRUE,07/05/17,,,FREE,BUSY
07/06/17,,,Red Sox at Rays - Time TBD,Tropicana Field - St. Petersburg,"",07/06/17,07/06/17,,,FALSE,TRUE,07/06/17,,,FREE,BUSY
07/07/17,,,Red Sox at Rays - Time TBD,Tropicana Field - St. Petersburg,"",07/07/17,07/07/17,,,FALSE,TRUE,07/07/17,,,FREE,BUSY
07/08/17,,,Red Sox at Rays - Time TBD,Tropicana Field - St. Petersburg,"",07/08/17,07/08/17,,,FALSE,TRUE,07/08/17,,,FREE,BUSY
07/09/17,,,Red Sox at Rays - Time TBD,Tropicana Field - St. Petersburg,"",07/09/17,07/09/17,,,FALSE,TRUE,07/09/17,,,FREE,BUSY
07/11/17,08:00 PM,08:00 PM,AL All-Stars at NL All-Stars,Marlins Park - Miami,"",07/11/17,07/11/17,11:00 PM,11:00 PM,FALSE,TRUE,07/11/17,07:00 PM,07:00 PM,FREE,BUSY
07/14/17,07:10 PM,07:10 PM,Yankees at Red Sox,Fenway Park - Boston,"",07/14/17,07/14/17,10:10 PM,10:10 PM,FALSE,TRUE,07/14/17,06:10 PM,06:10 PM,FREE,BUSY
07/15/17,04:05 PM,04:05 PM,Yankees at Red Sox,Fenway Park - Boston,"",07/15/17,07/15/17,07:05 PM,07:05 PM,FALSE,TRUE,07/15/17,03:05 PM,03:05 PM,FREE,BUSY
07/16/17,08:05 PM,08:05 PM,Yankees at Red Sox,Fenway Park - Boston,"Local TV: ESPN",07/16/17,07/16/17,11:05 PM,11:05 PM,FALSE,TRUE,07/16/17,07:05 PM,07:05 PM,FREE,BUSY
07/17/17,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",07/17/17,07/17/17,10:10 PM,10:10 PM,FALSE,TRUE,07/17/17,06:10 PM,06:10 PM,FREE,BUSY
07/18/17,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",07/18/17,07/18/17,10:10 PM,10:10 PM,FALSE,TRUE,07/18/17,06:10 PM,06:10 PM,FREE,BUSY
07/19/17,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",07/19/17,07/19/17,10:10 PM,10:10 PM,FALSE,TRUE,07/19/17,06:10 PM,06:10 PM,FREE,BUSY
07/20/17,01:35 PM,01:35 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",07/20/17,07/20/17,04:35 PM,04:35 PM,FALSE,TRUE,07/20/17,12:35 PM,12:35 PM,FREE,BUSY
07/21/17,10:07 PM,10:07 PM,Red Sox at Angels,Angel Stadium of Anaheim - Anaheim,"",07/22/17,07/22/17,01:07 AM,01:07 AM,FALSE,TRUE,07/21/17,09:07 PM,09:07 PM,FREE,BUSY
07/22/17,09:07 PM,09:07 PM,Red Sox at Angels,Angel Stadium of Anaheim - Anaheim,"",07/23/17,07/23/17,12:07 AM,12:07 AM,FALSE,TRUE,07/22/17,08:07 PM,08:07 PM,FREE,BUSY
07/23/17,03:37 PM,03:37 PM,Red Sox at Angels,Angel Stadium of Anaheim - Anaheim,"",07/23/17,07/23/17,06:37 PM,06:37 PM,FALSE,TRUE,07/23/17,02:37 PM,02:37 PM,FREE,BUSY
07/24/17,10:10 PM,10:10 PM,Red Sox at Mariners,Safeco Field - Seattle,"",07/25/17,07/25/17,01:10 AM,01:10 AM,FALSE,TRUE,07/24/17,09:10 PM,09:10 PM,FREE,BUSY
07/25/17,10:10 PM,10:10 PM,Red Sox at Mariners,Safeco Field - Seattle,"",07/26/17,07/26/17,01:10 AM,01:10 AM,FALSE,TRUE,07/25/17,09:10 PM,09:10 PM,FREE,BUSY
07/26/17,03:40 PM,03:40 PM,Red Sox at Mariners,Safeco Field - Seattle,"",07/26/17,07/26/17,06:40 PM,06:40 PM,FALSE,TRUE,07/26/17,02:40 PM,02:40 PM,FREE,BUSY
07/28/17,07:10 PM,07:10 PM,Royals at Red Sox,Fenway Park - Boston,"",07/28/17,07/28/17,10:10 PM,10:10 PM,FALSE,TRUE,07/28/17,06:10 PM,06:10 PM,FREE,BUSY
07/29/17,07:10 PM,07:10 PM,Royals at Red Sox,Fenway Park - Boston,"",07/29/17,07/29/17,10:10 PM,10:10 PM,FALSE,TRUE,07/29/17,06:10 PM,06:10 PM,FREE,BUSY
07/30/17,,,Royals at Red Sox - Time TBD,Fenway Park - Boston,"",07/30/17,07/30/17,,,FALSE,TRUE,07/30/17,,,FREE,BUSY
07/31/17,07:10 PM,07:10 PM,Indians at Red Sox,Fenway Park - Boston,"",07/31/17,07/31/17,10:10 PM,10:10 PM,FALSE,TRUE,07/31/17,06:10 PM,06:10 PM,FREE,BUSY
08/01/17,07:10 PM,07:10 PM,Indians at Red Sox,Fenway Park - Boston,"",08/01/17,08/01/17,10:10 PM,10:10 PM,FALSE,TRUE,08/01/17,06:10 PM,06:10 PM,FREE,BUSY
08/02/17,07:10 PM,07:10 PM,Indians at Red Sox,Fenway Park - Boston,"",08/02/17,08/02/17,10:10 PM,10:10 PM,FALSE,TRUE,08/02/17,06:10 PM,06:10 PM,FREE,BUSY
08/03/17,07:10 PM,07:10 PM,White Sox at Red Sox,Fenway Park - Boston,"",08/03/17,08/03/17,10:10 PM,10:10 PM,FALSE,TRUE,08/03/17,06:10 PM,06:10 PM,FREE,BUSY
08/04/17,07:10 PM,07:10 PM,White Sox at Red Sox,Fenway Park - Boston,"",08/04/17,08/04/17,10:10 PM,10:10 PM,FALSE,TRUE,08/04/17,06:10 PM,06:10 PM,FREE,BUSY
08/05/17,07:10 PM,07:10 PM,White Sox at Red Sox,Fenway Park - Boston,"",08/05/17,08/05/17,10:10 PM,10:10 PM,FALSE,TRUE,08/05/17,06:10 PM,06:10 PM,FREE,BUSY
08/06/17,01:35 PM,01:35 PM,White Sox at Red Sox,Fenway Park - Boston,"",08/06/17,08/06/17,04:35 PM,04:35 PM,FALSE,TRUE,08/06/17,12:35 PM,12:35 PM,FREE,BUSY
08/08/17,,,Red Sox at Rays - Time TBD,Tropicana Field - St. Petersburg,"",08/08/17,08/08/17,,,FALSE,TRUE,08/08/17,,,FREE,BUSY
08/09/17,,,Red Sox at Rays - Time TBD,Tropicana Field - St. Petersburg,"",08/09/17,08/09/17,,,FALSE,TRUE,08/09/17,,,FREE,BUSY
08/11/17,,,Red Sox at Yankees - Time TBD,Yankee Stadium - Bronx,"",08/11/17,08/11/17,,,FALSE,TRUE,08/11/17,,,FREE,BUSY
08/12/17,,,Red Sox at Yankees - Time TBD,Yankee Stadium - Bronx,"",08/12/17,08/12/17,,,FALSE,TRUE,08/12/17,,,FREE,BUSY
08/13/17,,,Red Sox at Yankees - Time TBD,Yankee Stadium - Bronx,"",08/13/17,08/13/17,,,FALSE,TRUE,08/13/17,,,FREE,BUSY
08/15/17,07:10 PM,07:10 PM,Cardinals at Red Sox,Fenway Park - Boston,"",08/15/17,08/15/17,10:10 PM,10:10 PM,FALSE,TRUE,08/15/17,06:10 PM,06:10 PM,FREE,BUSY
08/16/17,07:10 PM,07:10 PM,Cardinals at Red Sox,Fenway Park - Boston,"",08/16/17,08/16/17,10:10 PM,10:10 PM,FALSE,TRUE,08/16/17,06:10 PM,06:10 PM,FREE,BUSY
08/18/17,07:10 PM,07:10 PM,Yankees at Red Sox,Fenway Park - Boston,"",08/18/17,08/18/17,10:10 PM,10:10 PM,FALSE,TRUE,08/18/17,06:10 PM,06:10 PM,FREE,BUSY
08/19/17,07:10 PM,07:10 PM,Yankees at Red Sox,Fenway Park - Boston,"",08/19/17,08/19/17,10:10 PM,10:10 PM,FALSE,TRUE,08/19/17,06:10 PM,06:10 PM,FREE,BUSY
08/20/17,,,Yankees at Red Sox - Time TBD,Fenway Park - Boston,"",08/20/17,08/20/17,,,FALSE,TRUE,08/20/17,,,FREE,BUSY
08/21/17,,,Red Sox at Indians - Time TBD,Progressive Field - Cleveland,"",08/21/17,08/21/17,,,FALSE,TRUE,08/21/17,,,FREE,BUSY
08/22/17,,,Red Sox at Indians - Time TBD,Progressive Field - Cleveland,"",08/22/17,08/22/17,,,FALSE,TRUE,08/22/17,,,FREE,BUSY
08/23/17,,,Red Sox at Indians - Time TBD,Progressive Field - Cleveland,"",08/23/17,08/23/17,,,FALSE,TRUE,08/23/17,,,FREE,BUSY
08/24/17,,,Red Sox at Indians - Time TBD,Progressive Field - Cleveland,"",08/24/17,08/24/17,,,FALSE,TRUE,08/24/17,,,FREE,BUSY
08/25/17,07:10 PM,07:10 PM,Orioles at Red Sox,Fenway Park - Boston,"",08/25/17,08/25/17,10:10 PM,10:10 PM,FALSE,TRUE,08/25/17,06:10 PM,06:10 PM,FREE,BUSY
08/26/17,04:05 PM,04:05 PM,Orioles at Red Sox,Fenway Park - Boston,"",08/26/17,08/26/17,07:05 PM,07:05 PM,FALSE,TRUE,08/26/17,03:05 PM,03:05 PM,FREE,BUSY
08/27/17,01:35 PM,01:35 PM,Orioles at Red Sox,Fenway Park - Boston,"",08/27/17,08/27/17,04:35 PM,04:35 PM,FALSE,TRUE,08/27/17,12:35 PM,12:35 PM,FREE,BUSY
08/28/17,07:07 PM,07:07 PM,Red Sox at Blue Jays,Rogers Centre - Toronto,"",08/28/17,08/28/17,10:07 PM,10:07 PM,FALSE,TRUE,08/28/17,06:07 PM,06:07 PM,FREE,BUSY
08/29/17,07:07 PM,07:07 PM,Red Sox at Blue Jays,Rogers Centre - Toronto,"",08/29/17,08/29/17,10:07 PM,10:07 PM,FALSE,TRUE,08/29/17,06:07 PM,06:07 PM,FREE,BUSY
08/30/17,07:07 PM,07:07 PM,Red Sox at Blue Jays,Rogers Centre - Toronto,"",08/30/17,08/30/17,10:07 PM,10:07 PM,FALSE,TRUE,08/30/17,06:07 PM,06:07 PM,FREE,BUSY
08/31/17,,,Red Sox at Yankees - Time TBD,Yankee Stadium - Bronx,"",08/31/17,08/31/17,,,FALSE,TRUE,08/31/17,,,FREE,BUSY
09/01/17,,,Red Sox at Yankees - Time TBD,Yankee Stadium - Bronx,"",09/01/17,09/01/17,,,FALSE,TRUE,09/01/17,,,FREE,BUSY
09/02/17,,,Red Sox at Yankees - Time TBD,Yankee Stadium - Bronx,"",09/02/17,09/02/17,,,FALSE,TRUE,09/02/17,,,FREE,BUSY
09/03/17,,,Red Sox at Yankees - Time TBD,Yankee Stadium - Bronx,"",09/03/17,09/03/17,,,FALSE,TRUE,09/03/17,,,FREE,BUSY
09/04/17,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",09/04/17,09/04/17,10:10 PM,10:10 PM,FALSE,TRUE,09/04/17,06:10 PM,06:10 PM,FREE,BUSY
09/05/17,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",09/05/17,09/05/17,10:10 PM,10:10 PM,FALSE,TRUE,09/05/17,06:10 PM,06:10 PM,FREE,BUSY
09/06/17,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",09/06/17,09/06/17,10:10 PM,10:10 PM,FALSE,TRUE,09/06/17,06:10 PM,06:10 PM,FREE,BUSY
09/08/17,07:10 PM,07:10 PM,Rays at Red Sox,Fenway Park - Boston,"",09/08/17,09/08/17,10:10 PM,10:10 PM,FALSE,TRUE,09/08/17,06:10 PM,06:10 PM,FREE,BUSY
09/09/17,07:10 PM,07:10 PM,Rays at Red Sox,Fenway Park - Boston,"",09/09/17,09/09/17,10:10 PM,10:10 PM,FALSE,TRUE,09/09/17,06:10 PM,06:10 PM,FREE,BUSY
09/10/17,01:35 PM,01:35 PM,Rays at Red Sox,Fenway Park - Boston,"",09/10/17,09/10/17,04:35 PM,04:35 PM,FALSE,TRUE,09/10/17,12:35 PM,12:35 PM,FREE,BUSY
09/12/17,07:10 PM,07:10 PM,Athletics at Red Sox,Fenway Park - Boston,"",09/12/17,09/12/17,10:10 PM,10:10 PM,FALSE,TRUE,09/12/17,06:10 PM,06:10 PM,FREE,BUSY
09/13/17,07:10 PM,07:10 PM,Athletics at Red Sox,Fenway Park - Boston,"",09/13/17,09/13/17,10:10 PM,10:10 PM,FALSE,TRUE,09/13/17,06:10 PM,06:10 PM,FREE,BUSY
09/14/17,01:35 PM,01:35 PM,Athletics at Red Sox,Fenway Park - Boston,"",09/14/17,09/14/17,04:35 PM,04:35 PM,FALSE,TRUE,09/14/17,12:35 PM,12:35 PM,FREE,BUSY
09/15/17,,,Red Sox at Rays - Time TBD,Tropicana Field - St. Petersburg,"",09/15/17,09/15/17,,,FALSE,TRUE,09/15/17,,,FREE,BUSY
09/16/17,,,Red Sox at Rays - Time TBD,Tropicana Field - St. Petersburg,"",09/16/17,09/16/17,,,FALSE,TRUE,09/16/17,,,FREE,BUSY
09/17/17,,,Red Sox at Rays - Time TBD,Tropicana Field - St. Petersburg,"",09/17/17,09/17/17,,,FALSE,TRUE,09/17/17,,,FREE,BUSY
09/18/17,07:05 PM,07:05 PM,Red Sox at Orioles,Oriole Park at Camden Yards - Baltimore,"",09/18/17,09/18/17,10:05 PM,10:05 PM,FALSE,TRUE,09/18/17,06:05 PM,06:05 PM,FREE,BUSY
09/19/17,07:05 PM,07:05 PM,Red Sox at Orioles,Oriole Park at Camden Yards - Baltimore,"",09/19/17,09/19/17,10:05 PM,10:05 PM,FALSE,TRUE,09/19/17,06:05 PM,06:05 PM,FREE,BUSY
09/20/17,07:05 PM,07:05 PM,Red Sox at Orioles,Oriole Park at Camden Yards - Baltimore,"",09/20/17,09/20/17,10:05 PM,10:05 PM,FALSE,TRUE,09/20/17,06:05 PM,06:05 PM,FREE,BUSY
09/22/17,07:10 PM,07:10 PM,Red Sox at Reds,Great American Ball Park - Cincinnati,"",09/22/17,09/22/17,10:10 PM,10:10 PM,FALSE,TRUE,09/22/17,06:10 PM,06:10 PM,FREE,BUSY
09/23/17,04:10 PM,04:10 PM,Red Sox at Reds,Great American Ball Park - Cincinnati,"",09/23/17,09/23/17,07:10 PM,07:10 PM,FALSE,TRUE,09/23/17,03:10 PM,03:10 PM,FREE,BUSY
09/24/17,01:10 PM,01:10 PM,Red Sox at Reds,Great American Ball Park - Cincinnati,"",09/24/17,09/24/17,04:10 PM,04:10 PM,FALSE,TRUE,09/24/17,12:10 PM,12:10 PM,FREE,BUSY
09/25/17,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",09/25/17,09/25/17,10:10 PM,10:10 PM,FALSE,TRUE,09/25/17,06:10 PM,06:10 PM,FREE,BUSY
09/26/17,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",09/26/17,09/26/17,10:10 PM,10:10 PM,FALSE,TRUE,09/26/17,06:10 PM,06:10 PM,FREE,BUSY
09/27/17,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",09/27/17,09/27/17,10:10 PM,10:10 PM,FALSE,TRUE,09/27/17,06:10 PM,06:10 PM,FREE,BUSY
09/28/17,07:10 PM,07:10 PM,Astros at Red Sox,Fenway Park - Boston,"",09/28/17,09/28/17,10:10 PM,10:10 PM,FALSE,TRUE,09/28/17,06:10 PM,06:10 PM,FREE,BUSY
09/29/17,07:10 PM,07:10 PM,Astros at Red Sox,Fenway Park - Boston,"",09/29/17,09/29/17,10:10 PM,10:10 PM,FALSE,TRUE,09/29/17,06:10 PM,06:10 PM,FREE,BUSY
09/30/17,,,Astros at Red Sox - Time TBD,Fenway Park - Boston,"",09/30/17,09/30/17,,,FALSE,TRUE,09/30/17,,,FREE,BUSY
10/01/17,03:05 PM,03:05 PM,Astros at Red Sox,Fenway Park - Boston,"",10/01/17,10/01/17,06:05 PM,06:05 PM,FALSE,TRUE,10/01/17,02:05 PM,02:05 PM,FREE,BUSY
